DATE,START,VISITOR,HOME
05-01-2021,7:00p,DET,CHA
05-01-2021,7:30p,GSW,HOU
05-01-2021,8:00p,CHI,ATL
05-01-2021,8:00p,MIA,CHI
05-01-2021,8:00p,NOP,MIN
05-01-2021,8:00p,IND,OKC
05-01-2021,8:00p,MEM,ORL
05-01-2021,9:00p,WAS,DAL
05-01-2021,10:00p,DEN,LAC
05-01-2021,10:00p,TOR,UTH
05-02-2021,3:30p,BKN,MIL
05-02-2021,7:30p,POR,BOS
05-02-2021,8:00p,MIA,CHA
05-02-2021,8:00p,SAC,DAL
05-02-2021,8:00p,NYK,HOU
05-02-2021,8:00p,PHO,OKC
05-02-2021,8:00p,PHI,SAS
05-02-2021,10:00p,TOR,LAL
05-03-2021,7:00p,ORL,DET
05-03-2021,7:00p,IND,WAS
05-03-2021,7:30p,GSW,NOP
05-03-2021,8:00p,POR,ATL
05-03-2021,9:00p,PHI,CHI
05-03-2021,9:00p,NYK,MEM
05-03-2021,10:00p,DEN,LAL
05-03-2021,10:00p,SAS,UTH
05-04-2021,7:00p,PHO,CHI
05-04-2021,7:00p,CHA,DET
05-04-2021,7:30p,BKN,MIL
05-04-2021,8:00p,DAL,MIA
05-04-2021,8:00p,GSW,NOP
05-04-2021,8:00p,SAC,OKC
05-04-2021,10:00p,TOR,LAC
05-05-2021,7:00p,BOS,ORL
05-05-2021,7:30p,POR,CHI
05-05-2021,8:00p,PHO,ATL
05-05-2021,8:00p,PHI,HOU
05-05-2021,8:00p,SAC,IND
05-05-2021,8:00p,WAS,MIL
05-05-2021,8:00p,MEM,MIN
05-05-2021,9:00p,NYK,DEN
05-05-2021,9:00p,SAS,UTH
05-06-2021,7:00p,CHI,CHA
05-06-2021,7:30p,BKN,DAL
05-06-2021,7:30p,WAS,TOR
05-06-2021,8:00p,MEM,DET
05-06-2021,8:00p,ATL,IND
05-06-2021,10:00p,OKC,GSW
05-06-2021,10:00p,LAL,LAC
05-07-2021,7:00p,NOP,PHI
05-07-2021,7:30p,BOS,CHI
05-07-2021,8:00p,ORL,CHA
05-07-2021,8:00p,MIN,MIA
05-07-2021,8:00p,HOU,MIL
05-07-2021,8:30p,CHI,DAL
05-07-2021,10:00p,NYK,PHO
05-07-2021,10:00p,LAL,POR
05-07-2021,10:00p,SAS,SAC
05-07-2021,10:00p,DEN,UTH
05-08-2021,7:00p,WAS,IND
05-08-2021,7:00p,DET,PHI
05-08-2021,7:30p,MEM,TOR
05-08-2021,10:00p,BKN,DEN
05-08-2021,10:00p,OKC,GSW
05-08-2021,10:00p,SAS,POR
05-08-2021,10:00p,HOU,UTH
05-09-2021,1:00p,MIA,BOS
05-09-2021,3:30p,NYK,LAC
05-09-2021,7:00p,NOP,CHA
05-09-2021,7:00p,DAL,CHI
05-09-2021,7:00p,MIN,ORL
05-09-2021,8:00p,CHI,DET
05-09-2021,10:00p,PHO,LAL
05-09-2021,10:00p,OKC,SAC
05-10-2021,7:30p,WAS,ATL
05-10-2021,7:30p,IND,CHI
05-10-2021,8:00p,NOP,MEM
05-10-2021,8:30p,MIL,SAS
05-10-2021,10:00p,UTH,GSW
05-10-2021,10:00p,HOU,POR
05-11-2021,7:00p,MIA,BOS
05-11-2021,7:00p,DEN,CHA
05-11-2021,7:00p,MIN,DET
05-11-2021,7:30p,LAC,TOR
05-11-2021,8:00p,BKN,CHI
05-11-2021,8:00p,PHI,IND
05-11-2021,8:00p,DAL,MEM
05-11-2021,9:00p,ORL,MIL
05-11-2021,10:00p,PHO,GSW
05-11-2021,10:00p,OKC,SAC
05-11-2021,10:30p,NYK,LAL
05-12-2021,7:30p,WAS,ATL
05-12-2021,8:00p,SAS,BKN
05-12-2021,8:00p,BOS,CHI
05-12-2021,9:00p,NOP,DAL
05-12-2021,9:00p,POR,UTH
05-12-2021,10:30p,HOU,LAL
05-13-2021,7:00p,LAC,CHA
05-13-2021,7:00p,MIL,IND
05-13-2021,7:30p,ORL,ATL
05-13-2021,7:30p,PHI,MIA
05-13-2021,7:30p,SAS,NYK
05-13-2021,8:00p,TOR,CHI
05-13-2021,8:00p,SAC,MEM
05-13-2021,8:00p,DEN,MIN
05-13-2021,10:00p,POR,PHO
05-14-2021,7:00p,CHI,WAS
05-14-2021,8:00p,DEN,DET
05-14-2021,8:00p,UTH,OKC
05-14-2021,8:00p,ORL,PHI
05-14-2021,9:00p,TOR,DAL
05-14-2021,9:00p,LAC,HOU
05-14-2021,9:00p,SAC,MEM
05-14-2021,10:00p,NOP,GSW
05-15-2021,,CHI,BKN
05-15-2021,,LAL,IND
05-15-2021,,MIA,MIL
05-15-2021,,BOS,MIN
05-15-2021,,CHA,NYK
05-15-2021,,PHO,SAS
05-16-2021,,HOU,ATL
05-16-2021,,CHI,BKN
05-16-2021,,MIL,CHI
05-16-2021,,MIA,DET
05-16-2021,,MEM,GSW
05-16-2021,,DAL,MIN
05-16-2021,,LAL,NOP
05-16-2021,,BOS,NYK
05-16-2021,,LAC,OKC
05-16-2021,,ORL,PHI
05-16-2021,,DEN,POR
05-16-2021,,UTH,SAC
05-16-2021,,PHO,SAS
05-16-2021,,IND,TOR
05-16-2021,,CHA,WAS
